timestamp,symbol,side,size,entry_price,stop_loss,take_profit,result,pnl
2025-03-07 02:28:20,BTC/USDT,SELL,0.005,87164.2,89779.126,81934.348,WIN,26.1493
2025-03-07 02:33:33,BTC/USDT,SELL,0.005,87090.1,89702.80300000001,81864.694,WIN,26.127
2025-03-07 02:38:06,BTC/USDT,SELL,0.005,86979.0,89588.37,81760.26,WIN,26.0937
2025-03-07 02:45:53,BTC/USDT,SELL,0.005,88392.4,91044.17199999999,83088.85599999999,WIN,26.5177
2025-03-07 02:51:08,BTC/USDT,SELL,0.005,88145.1,90789.45300000001,82856.394,WIN,26.4435
2025-03-07 02:56:19,BTC/USDT,SELL,0.005,87900.1,90537.103,82626.094,WIN,26.37
2025-03-07 03:01:31,BTC/USDT,SELL,0.005,87948.8,90587.26400000001,82671.872,WIN,26.3846
2025-03-07 03:06:42,BTC/USDT,SELL,0.005,88150.7,90795.221,82861.658,WIN,26.4452
2025-03-07 03:11:54,BTC/USDT,SELL,0.005,88412.5,91064.875,83107.75,WIN,26.5237
